ensembl_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,2601.88965669311,-0.06893622710310283,0.2571331439206089,-0.2680954545649208,0.7886258445403731,0.9953714601935343
ENSMUSG00000000003,0,NA,NA,NA,NA,NA
ENSMUSG00000000028,207.9182883885841,-0.2208382916293562,0.4939372831787588,-0.44709783843029627,0.6548044196701126,0.9616240902007295
ENSMUSG00000000037,3.319069584628428,0.7875648092540848,2.488221684050428,0.3165171392494478,0.7516100181270398,0.9865584397838181
ENSMUSG00000000049,0.5013809343326309,-0.18125990976717635,6.727293882751386,-0.02694395590951099,0.9785044344844798,NA
ENSMUSG00000000056,503.57242053706307,-0.4407244139038923,0.35085213272548665,-1.2561542963420531,0.20906003349124677,0.807617940716552
ENSMUSG00000000058,40.14172330238123,-0.13257080002864918,0.7726475481309343,-0.17157991421747643,0.8637677993875075,1
ENSMUSG00000000078,4670.882660231186,0.07391186588905628,0.2820847952273999,0.2620200278057276,0.7933060015084774,0.9962921016993003
ENSMUSG00000000085,78.2634669197048,-0.11795729429413523,0.8170619923669351,-0.1443676188540192,0.88521018532268,1
ENSMUSG00000000088,1179.116170785064,-0.30778146649597526,0.2632469840865617,-1.1691737611503636,0.24233363046235448,0.8256007714887341
ENSMUSG00000000093,2.1615717956510654,-0.5163166701525258,1.427800216911542,-0.3616168873187065,0.7176383432985809,NA
ENSMUSG00000000094,0.24093822511837965,2.6120543378309726,6.820518083786666,0.3829700773083784,0.7017419506434628,NA
ENSMUSG00000000103,0,NA,NA,NA,NA,NA
ENSMUSG00000000120,5.740079241760574,-0.33153950673989097,3.038059792120784,-0.10912869707164406,0.9131004138399649,1
ENSMUSG00000000125,24.797704249247417,1.6899107615114883,2.102845277639526,0.8036305759063918,0.42161035923732676,0.8960496892275587
ENSMUSG00000000126,3.2496558435089096,0.6131142797086967,1.288147684321231,0.47596582843043156,0.6340987228127279,0.9572912220322053
ENSMUSG00000000127,37.62442142747935,3.924575292522772,1.298938669890801,3.021370741740026,0.00251633050559028,0.22250695087896585
ENSMUSG00000000131,1728.7902054820947,-0.14211275393680253,0.2614582060262298,-0.543539084493472,0.5867586881488669,0.9481313921322345
ENSMUSG00000000134,362.42617384380713,-0.6506687439245673,0.3750526691918862,-1.7348729855103875,0.08276330503465645,0.6580029641825771
ENSMUSG00000000142,464.58576825439894,0.7225945273134773,0.4424373195229822,1.6332133285965775,0.10242413769515178,0.7001676270505581
ENSMUSG00000000148,303.2814665617431,-0.10441018192878439,0.24744276954746178,-0.42195689176829054,0.6730564828861689,0.9651814905364952
ENSMUSG00000000149,254.3909845971731,-0.1843376355788819,0.31970782617826393,-0.5765815550480087,0.5642221622849364,0.9396428415836059
ENSMUSG00000000154,4.8553279025744525,0,5.703233871246671,0,1,1
ENSMUSG00000000157,2.618040791096145,3.7829391289135463,2.346319747682854,1.6122862762628363,0.10689965830236588,0.711018692225177
ENSMUSG00000000159,55.4526180623719,0.5672818944841594,1.6371204191882365,0.3465120145318603,0.7289579565572692,0.9804095628333994
ENSMUSG00000000167,2.6832049958907884,0.3021764224101537,1.5497147784982885,0.19498841115974258,0.8454020200487792,1
ENSMUSG00000000168,430.1504759348789,-0.2844160830611368,0.2436119292262135,-1.167496534199002,0.24300990713131215,0.8256007714887341
ENSMUSG00000000171,807.2246556212544,-0.2857201610462512,0.30738190225724993,-0.9295282479159431,0.35261539294507616,0.8685077265236693
