ensembl_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000003,22.34083277075445,2.256687550001945,1.8158041209666833,1.2428034081124057,0.2139402863354539,0.7578954023897376
ENSG00000000005,0,NA,NA,NA,NA,NA
ENSG00000000419,580.5817644203006,0.6817473594427889,0.3706070667028124,1.839542255651261,0.06583546873205812,0.47878231364406615
ENSG00000000457,135.87056955462222,-0.38753765076624663,0.5556126850989789,-0.6974960456441149,0.48549241324022174,0.934989215861756
ENSG00000000460,40.703557221441415,0.26990528347432463,1.3564017707989162,0.19898623644184074,0.842273511033285,0.9962293276434144
ENSG00000000938,277.5180210650014,-2.902784163389184,0.6212703176466308,-4.672336792758614,2.9779212564489587e-6,3.3601653677259617e-4
ENSG00000000971,205.85251397734345,1.6578756580247858,0.6839298662917604,2.4240433701392794,0.015348772330237768,0.21501679802679347
ENSG00000001036,139.87677668717322,0.26736777028589764,0.4829189607165258,0.5536493532769838,0.5798188428699143,0.9602032054937444
ENSG00000001084,455.6156077059379,0.24852533991006578,0.49956726638885235,0.4974812335214514,0.6188497335142262,0.9703437821732198
ENSG00000001167,451.0853365245626,-0.3574346384263899,0.32674960873212094,-1.0939099202393399,0.2739944874848184,0.815463239642505
ENSG00000001460,58.93022372710816,1.110521795939688,0.9021560824890967,1.2309641507661282,0.21833627256232965,0.7631341928880279
ENSG00000001461,678.6870532606388,0.1605815983462501,0.30078315425114416,0.5338782976262351,0.5934257380030232,0.9636662844589234
ENSG00000001497,621.1511150476676,0.11380978476517369,0.18322047902431235,0.6211630128424223,0.5344923727537425,0.94883048275487325
ENSG00000001561,333.32488902540166,-1.3378975646495674,0.39250074074631974,-3.408649782687352,6.528523414241469e-4,0.024502613723743794
ENSG00000001617,0.05690346132192767,0,4.327956008448242,0,1,NA
ENSG00000001626,0.7455977097622142,-2.688869885012887,4.254864163364824,-0.6319519923020244,0.5274182478878329,NA
ENSG00000001629,430.16667476043415,-0.005670482767681567,0.5305282778510336,-0.010688370449640338,0.9914720766118558,1
ENSG00000001630,727.4851978885691,0.3309074964068449,0.4720145458202685,0.7010535995914972,0.4832695659119626,0.934989215861756
ENSG00000001631,152.2713089845054,0.04811856537702603,0.7830407430664915,0.06145090891259035,0.9510001094841115,1
ENSG00000002016,18.957854693399025,0.8122562545485925,1.673311591574853,0.48541841139349895,0.6273795748102957,0.970969760835314
ENSG00000002079,0,NA,NA,NA,NA,NA
ENSG00000002330,405.8997000230683,-0.34522604054358186,0.43956058149907723,-0.7853889886263757,0.43222553486595805,0.9205449836496956
ENSG00000002549,381.18254418272267,-0.5831408910900882,0.3752232814936077,-1.5541170280501972,0.120156504163626,0.6230657964671159
ENSG00000002586,7428.147421759612,-0.5872087968055689,0.18044080359578654,-3.2543016053120746,0.0011367152652312408,0.03640261324996632
ENSG00000002587,25.735720594491127,1.1117543605628826,1.3182199340343952,0.8433754731354824,0.3990184846854927,0.9032513777639608
ENSG00000002726,0.7067899778187406,-2.582226105714499,4.230124253538998,-0.6104374129327672,0.5415720910590464,NA
ENSG00000002745,0,NA,NA,NA,NA,NA
ENSG00000002746,118.1109911954509,-4.715605767689738,2.054883249783364,-2.2948290459746947,NA,NA
ENSG00000002822,573.7685350909304,-0.5006129954563583,0.348773505299751,-1.4353527084177735,0.15118661497822086,0.6784327458425482
ENSG00000002834,2129.6570384721354,-0.6861462910919452,0.20019243100707398,-3.427433732835282,6.093149981500782e-4,0.02328131354042746
ENSG00000002919,222.52829670623657,-0.3255560926221549,0.5561692036453698,-0.585354403818697,0.558309440813235,0.9563038128227035
ENSG00000002933,0.9094326634567906,0,4.32795600843492,0,1,NA
ENSG00000003056,1248.8373848823785,-0.026506548302882724,0.3504030243105247,-0.07564588905885927,0.9397008268399475,1
ENSG00000003096,16.54676328179198,5.108701966210152,2.980468763057832,1.7140598920314951,NA,NA
ENSG00000003137,0,NA,NA,NA,NA,NA
ENSG00000003147,21.08320312521096,-1.5705530057481374,2.5513792794167873,-0.6155701813597646,0.5381782365374782,0.9505290803127029
ENSG00000003249,11.702126648433529,3.7042572305546004,3.0012481968607596,1.2342388858172986,0.2171139013447104,0.7609924454971778
ENSG00000003393,108.3925651711844,1.0001296798773476,0.5755559933942499,1.7376757280890116,0.08226796785838689,0.5378887549926128
ENSG00000003400,142.31764136579343,2.088677161781532,0.6101785868945961,3.4230587677806126,6.192068866724731e-4,0.023472979171156247
ENSG00000003402,2193.5084060033164,-0.7344171697074616,0.2682428437702408,-2.737881687298674,0.006183631753244704,0.1211807237613477
ENSG00000003436,172.34420689939222,-4.475349375102227e-4,0.4576911614406958,-9.778098753349224e-4,0.9992198207213928,1
ENSG00000003509,96.17731125549633,-0.4095051697099359,0.9312222362568358,-0.43975020544611687,0.660118035904814,0.976252794652184
ENSG00000003756,538.4595500014016,-0.31050524186048606,0.45299068597641196,-0.6854561285100123,0.49305613573981383,0.9374068516294389
ENSG00000003987,0,NA,NA,NA,NA,NA
ENSG00000003989,0,NA,NA,NA,NA,NA
ENSG00000004059,1592.7090683558974,-0.08559606812307986,0.16494629922713006,-0.5189329407458521,0.6038075056478468,0.9656778149796539
ENSG00000004139,291.358986485693,0.8378321008774882,0.5831503109469917,1.436734380741241,0.15079348194010556,0.677427165772649
ENSG00000004142,677.7682471827111,-0.24258595989647896,0.21796302102038495,-1.1129684235464472,0.2657219912402268,0.8115795156026255
ENSG00000004399,538.3796945369164,1.1467496403202802,0.29995524200166057,3.823069177480591,1.3180078236384909e-4,0.007521207483519638
ENSG00000004455,1014.4923049311557,0.4739278685687545,0.7971997827708035,0.5944907146381019,0.5521839508911829,0.9536282198638473
ENSG00000004468,91.5870740413899,-1.2410277695845577,1.735954224132095,-0.7148965982700495,0.47467293915464404,0.934989215861756
ENSG00000004478,570.6252433576906,-0.6843981141091376,1.1221265589999292,-0.6099116972323447,0.5419203034872514,0.9514630380786973
ENSG00000004487,479.9944253947136,0.14447597319960928,0.35039172404229485,0.41232701370015795,0.6800997512275115,0.978064176752115
ENSG00000004534,705.4803439699714,-0.16898230648027243,0.32931819127406553,-0.5131277620179864,0.6078619528715941,0.9672249494510197
ENSG00000004660,82.54050177264325,0.4877912438928867,0.9110823360707367,0.5353975426596509,0.5923749889971706,0.963103648049098
ENSG00000004700,378.9098475438111,0.2769985476431363,0.45650900285424983,0.6067756515451984,0.543999808825185,0.9518927308490791
ENSG00000004766,55.34943050731842,-0.6851825765445787,1.017363819348567,-0.6734882482682657,0.5006367226236357,0.940639545317181
ENSG00000004776,0,NA,NA,NA,NA,NA
ENSG00000004777,219.01300273978413,-3.7938038068403017,1.4687166203889244,-2.5830740621942994,NA,NA
ENSG00000004779,363.8483679436155,-0.2409171418738253,0.27769618765543874,-0.8675565333030486,0.3856371505468352,0.8950018222874127
ENSG00000004799,0,NA,NA,NA,NA,NA
ENSG00000004809,0,NA,NA,NA,NA,NA
ENSG00000004838,2.4426464833240384,-3.0582539630136925,3.734276317471161,-0.8189683095236862,0.41280449450887124,NA
ENSG00000004846,18.80595151076472,0.5852866777981589,1.6077201011049393,0.3640476208488706,0.7158224493368756,0.9816498141052803
ENSG00000004848,0,NA,NA,NA,NA,NA
ENSG00000004864,94.11719046988347,-0.6319911454353113,0.6808293576142594,-0.9282665889290006,0.35326930065259704,0.8774958029135905
ENSG00000004866,72.07730336751371,0.35993117045269224,0.6526706484745571,0.5514744248020574,0.5813084940254376,0.9602032054937444
ENSG00000004897,597.4734664842771,-0.10911576851833397,0.4235273210292353,-0.2576357252541966,0.7966880554425025,0.9920629020557158
