gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Gnai3,212.92554211634948,0.3409151698642613,0.3677340774864315,0.9270698331645378,0.35389027770535286,0.8890099833553016
Pbsn,0.5236993220259304,-0.8257304030997646,5.795049144950294,-0.142488938824495,0.886693815765563,NA
Cdc45,28.0318991857126,0.14980537932613064,1.041128161585723,0.14388754896223807,0.8855892678603667,0.9914367493126973
Scml2,3.8997488568151852,1.6208352128930195,2.104663739307917,0.770115996499281,0.44123108785166165,NA
Apoh,3.9027503613466994,0.2401445391376035,3.0496950124846047,0.07874378852787522,0.9372364153821358,NA
Narf,85.00812195136072,0.9660942115037414,0.6847909217181849,1.4107871189059404,0.1583073937406683,0.7838803441968829
Cav2,4.326867980261398,-1.6743064331478605,1.8683477651022795,-0.8961428190303765,0.3701764905387747,NA
Klf6,1218.432144255997,-0.34866368235403894,0.38815122408374525,-0.8982676357058539,0.36904288246801675,0.8920511527422381
Scmh1,52.12873825315965,-0.007324600873190638,0.6480579829257934,-0.011302385073820392,0.9909821934447344,0.9988175832592437
Cox5a,42.00783085107413,-0.8082790936192996,0.6136823991279392,-1.317096750318875,0.18780619617977784,0.8115897010882882
Tbx2,4.821071553275014,-1.2906975107242578,1.7366681814981646,-0.7432032926467375,0.45735861020115953,NA
Tbx4,1.7749209135831159,1.699126126658474,2.3355812270830754,0.7274960540681025,0.4669221317033516,NA
Zfy2,0,NA,NA,NA,NA,NA
Ngfr,11.145978106071661,0.9035295242458505,1.84761680491623,0.48902430517069045,0.624824489595379,NA
Wnt3,3.703142794469044,-2.1129925282657407,1.6642613961292212,-1.2696277959581284,0.20421724342474887,NA
Wnt9a,2.1190494887751843,-0.05714725668851579,4.560727610223266,-0.012530293754096445,0.9900025336861008,NA
Fer,9.297706147223668,1.3156394435616645,1.823035849349603,0.7216750257714568,0.4704943000943496,NA
Xpo6,620.809530130649,0.1123647428465856,0.2954735996941338,0.38028691214004406,0.7037324496566353,0.9700269612706751
Tfe3,89.56058465599169,0.8882478831109208,0.6659557919235094,1.3337940654369196,0.18227135645426154,0.805471838236078
Axin2,199.3037772258902,0.08516987728969751,0.5655607202106366,0.15059369267720177,0.8802962371626536,0.9907326367416911
Brat1,32.9775438025898,-1.0813929252470558,0.7333370992761914,-1.4746191435213052,0.14031496522707843,0.761909595236357
Gna12,31.523375813641405,-0.7344888733126349,0.7660582532492749,-0.9587898442413003,0.33766462640522527,0.8818125977407401
Slc22a18,0.41605947449334757,-0.07508032913617992,5.782336899233741,-0.012984426615842697,0.9896402175749899,NA
Itgb2l,3.622805165395188,-2.143439722912398,2.2140554819141522,-0.9681056958244317,0.33299158555450886,NA
Igsf5,3.3478021675042555,0.1274720996783136,2.4110449590195775,0.052870063331439746,0.9578354370244153,NA
Pih1d2,7.983210245420253,1.0625399176223602,1.5727470857462937,0.6755949047701894,0.49929787739628256,NA
Dlat,45.14419250021656,-1.2150134079189605,0.5256778304754087,-2.3113270856793324,0.020814795023865837,0.4314167932392193
Sdhd,33.800604711965576,0.5435777679077565,0.6054146872018141,0.8978602260545351,0.36926007157343527,0.8920511527422381
Fgf23,3.1048182174700525,0,2.22250172330028,0,1,NA
Fgf6,5.304134545597263,0.7551692593453795,1.8586807118940032,0.40629315971964813,0.6845272107661182,NA
Ccnd2,1261.679834629038,-0.8999622854696574,0.9119282468298416,-0.9868783959683431,0.3237022564036596,0.8790021138058122
Gpr107,195.20897587417937,0.5196171759920694,0.749780136537754,0.6930260628022183,0.4882931956791426,0.9256114050697792
Nalcn,11.795712347728147,0.2575463152406104,1.1511367270086783,0.2237321676894675,0.8229657141544973,NA
Btbd17,5.411184153610435,-0.7068743540188199,2.6072426967906557,-0.2711195067835211,0.7862991190191959,NA
Slfn4,3.901289091037272,-2.139826654377414,2.8885376729315735,-0.7407992890069204,0.4588151463441572,NA
